complaint_id,text,product,channel
C00395,support team keeps transferring me. I have contacted support multiple times.,Mortgage,Call Center
C00396,mobile app keeps crashing. I have contacted support multiple times.,Online Banking,Mobile App
C00397,documents were submitted but no response. I have contacted support multiple times.,Personal Loan,Website
C00398,long wait times on the phone. this has been very frustrating.,Mortgage,Website
C00399,no explanation given for account closure. this is unacceptable.,Credit Card,Email
C00400,issue was escalated but no follow up. I expect a prompt resolution.,Mortgage,Email
C00401,unable to log into my account. I have contacted support multiple times.,Online Banking,Branch
C00402,late payment fee seems incorrect. this is unacceptable.,Credit Card,Call Center
C00403,transactions not showing in app. this has been very frustrating.,Online Banking,Call Center
C00404,customer service never responds. please resolve this issue immediately.,Mortgage,Branch
C00405,unauthorized transaction on my account. this has been very frustrating.,Checking Account,Call Center
C00406,online banking system was down. this has been very frustrating.,Online Banking,Email
C00407,support team keeps transferring me. this is unacceptable.,Mortgage,Branch
C00408,support team keeps transferring me. this has been very frustrating.,Mortgage,Branch
C00409,long wait times on the phone. please resolve this issue immediately.,Mortgage,Email
C00410,fraudulent charges still pending. I have contacted support multiple times.,Checking Account,Mobile App
C00411,unauthorized transaction on my account. please resolve this issue immediately.,Checking Account,Mobile App
C00412,long wait times on the phone. this has been very frustrating.,Mortgage,Website
C00413,no explanation given for account closure. this is unacceptable.,Credit Card,Email
C00414,support team keeps transferring me. I have contacted support multiple times.,Mortgage,Call Center
C00415,unable to log into my account. this is unacceptable.,Online Banking,Branch
C00416,transactions not showing in app. this has been very frustrating.,Online Banking,Call Center
C00417,interest rate increased suddenly. this has been very frustrating.,Credit Card,Email
C00418,no explanation given for account closure. please resolve this issue immediately.,Credit Card,Call Center
C00419,cannot reopen my account. I have contacted support multiple times.,Credit Card,Call Center
C00420,billing statement has unexplained charges. I have contacted support multiple times.,Credit Card,Call Center
C00421,website shows error during login. I have contacted support multiple times.,Online Banking,Email
C00422,account was closed without warning. please resolve this issue immediately.,Credit Card,Email
C00423,card was used without my permission. I have contacted support multiple times.,Checking Account,Email
C00424,late payment fee seems incorrect. I expect a prompt resolution.,Credit Card,Call Center
C00425,interest rate increased suddenly. please resolve this issue immediately.,Credit Card,Website
C00426,documents were submitted but no response. this is unacceptable.,Personal Loan,Website
C00427,approval process is taking too long. I have contacted support multiple times.,Personal Loan,Mobile App
C00428,online banking system was down. I expect a prompt resolution.,Online Banking,Email
C00429,cannot reopen my account. this has been very frustrating.,Credit Card,Call Center
C00430,long wait times on the phone. I expect a prompt resolution.,Mortgage,Branch
C00431,approval process is taking too long. I have contacted support multiple times.,Personal Loan,Email
C00432,loan status keeps changing online. this has been very frustrating.,Personal Loan,Branch
C00433,mobile app keeps crashing. this is unacceptable.,Online Banking,Email
C00434,website shows error during login. I have contacted support multiple times.,Online Banking,Email
C00435,documents were submitted but no response. this is unacceptable.,Personal Loan,Website
C00436,transactions not showing in app. this is unacceptable.,Online Banking,Branch
C00437,website shows error during login. I expect a prompt resolution.,Online Banking,Email
C00438,fraud claim has not been resolved. I have contacted support multiple times.,Checking Account,Email
C00439,documents were submitted but no response. this has been very frustrating.,Personal Loan,Branch
C00440,transactions not showing in app. this has been very frustrating.,Online Banking,Email
C00441,interest rate increased suddenly. this has been very frustrating.,Credit Card,Website
C00442,website shows error during login. I expect a prompt resolution.,Online Banking,Website
C00443,unauthorized transaction on my account. I have contacted support multiple times.,Checking Account,Branch
C00444,online banking system was down. this is unacceptable.,Online Banking,Mobile App
C00445,fraudulent charges still pending. please resolve this issue immediately.,Checking Account,Website
C00446,unauthorized transaction on my account. please resolve this issue immediately.,Checking Account,Website
C00447,interest rate increased suddenly. this has been very frustrating.,Credit Card,Call Center
C00448,approval process is taking too long. this has been very frustrating.,Personal Loan,Call Center
C00449,fraud claim has not been resolved. this is unacceptable.,Checking Account,Branch
C00450,customer service never responds. this has been very frustrating.,Mortgage,Mobile App
C00451,mobile app keeps crashing. I have contacted support multiple times.,Online Banking,Email
C00452,cannot reopen my account. I expect a prompt resolution.,Credit Card,Branch
C00453,interest rate increased suddenly. I have contacted support multiple times.,Credit Card,Call Center
C00454,charged unexpected fees on my credit card. I have contacted support multiple times.,Credit Card,Branch
C00455,cannot reopen my account. this is unacceptable.,Credit Card,Mobile App
C00456,late payment fee seems incorrect. I expect a prompt resolution.,Credit Card,Email
C00457,billing statement has unexplained charges. I expect a prompt resolution.,Credit Card,Website
C00458,received notice that my account is terminated. please resolve this issue immediately.,Credit Card,Branch
C00459,billing statement has unexplained charges. please resolve this issue immediately.,Credit Card,Website
C00460,issue was escalated but no follow up. I have contacted support multiple times.,Mortgage,Mobile App
C00461,representative was unhelpful. this has been very frustrating.,Mortgage,Email
C00462,support team keeps transferring me. I expect a prompt resolution.,Mortgage,Email
C00463,late payment fee seems incorrect. this is unacceptable.,Credit Card,Mobile App
C00464,no explanation given for account closure. please resolve this issue immediately.,Credit Card,Call Center
C00465,account was closed without warning. please resolve this issue immediately.,Credit Card,Mobile App
C00466,mobile app keeps crashing. this has been very frustrating.,Online Banking,Email
C00467,funds are inaccessible after closure. I have contacted support multiple times.,Credit Card,Mobile App
C00468,transactions not showing in app. please resolve this issue immediately.,Online Banking,Website
C00469,no explanation given for account closure. this is unacceptable.,Credit Card,Website
C00470,loan application was denied without explanation. this is unacceptable.,Personal Loan,Mobile App
C00471,mobile app keeps crashing. this has been very frustrating.,Online Banking,Website
C00472,interest rate increased suddenly. please resolve this issue immediately.,Credit Card,Email
C00473,fraudulent charges still pending. this is unacceptable.,Checking Account,Call Center
C00474,annual fee was applied without notice. please resolve this issue immediately.,Credit Card,Call Center
C00475,interest rate increased suddenly. please resolve this issue immediately.,Credit Card,Mobile App
C00476,website shows error during login. this is unacceptable.,Online Banking,Branch
C00477,card was used without my permission. I have contacted support multiple times.,Checking Account,Branch
C00478,no explanation given for account closure. please resolve this issue immediately.,Credit Card,Email
C00479,online banking system was down. this is unacceptable.,Online Banking,Mobile App
C00480,fraudulent charges still pending. I have contacted support multiple times.,Checking Account,Email
C00481,unable to log into my account. this has been very frustrating.,Online Banking,Mobile App
C00482,unable to log into my account. please resolve this issue immediately.,Online Banking,Branch
C00483,issue was escalated but no follow up. I have contacted support multiple times.,Mortgage,Branch
C00484,website shows error during login. this has been very frustrating.,Online Banking,Call Center
C00485,issue was escalated but no follow up. please resolve this issue immediately.,Mortgage,Mobile App
C00486,late payment fee seems incorrect. please resolve this issue immediately.,Credit Card,Email
C00487,received notice that my account is terminated. this has been very frustrating.,Credit Card,Website
C00488,issue was escalated but no follow up. this has been very frustrating.,Mortgage,Website
C00489,annual fee was applied without notice. please resolve this issue immediately.,Credit Card,Call Center
C00490,fraudulent charges still pending. this has been very frustrating.,Checking Account,Email
C00491,loan status keeps changing online. please resolve this issue immediately.,Personal Loan,Call Center
C00492,unauthorized transaction on my account. I expect a prompt resolution.,Checking Account,Website
C00493,representative was unhelpful. this is unacceptable.,Mortgage,Call Center
C00494,funds are inaccessible after closure. I have contacted support multiple times.,Credit Card,Mobile App
C00495,annual fee was applied without notice. this is unacceptable.,Credit Card,Email
C00496,fraudulent charges still pending. this has been very frustrating.,Checking Account,Call Center
C00497,website shows error during login. I have contacted support multiple times.,Online Banking,Email
C00498,website shows error during login. I have contacted support multiple times.,Online Banking,Mobile App
C00499,loan application was denied without explanation. this is unacceptable.,Personal Loan,Website
C00500,no explanation given for account closure. this has been very frustrating.,Credit Card,Call Center
C00501,funds are inaccessible after closure. this has been very frustrating.,Credit Card,Email
C00502,representative was unhelpful. please resolve this issue immediately.,Mortgage,Website
C00503,received notice that my account is terminated. please resolve this issue immediately.,Credit Card,Email
C00504,loan application was denied without explanation. I have contacted support multiple times.,Personal Loan,Website
C00505,loan status keeps changing online. this has been very frustrating.,Personal Loan,Call Center
C00506,support team keeps transferring me. please resolve this issue immediately.,Mortgage,Branch
C00507,long wait times on the phone. I expect a prompt resolution.,Mortgage,Mobile App
C00508,interest rate increased suddenly. this is unacceptable.,Credit Card,Branch
C00509,issue was escalated but no follow up. this is unacceptable.,Mortgage,Email
C00510,annual fee was applied without notice. please resolve this issue immediately.,Credit Card,Mobile App
C00511,dispute process is extremely slow. I expect a prompt resolution.,Checking Account,Call Center
C00512,received conflicting information about approval. I expect a prompt resolution.,Personal Loan,Website
C00513,loan status keeps changing online. I expect a prompt resolution.,Personal Loan,Mobile App
C00514,billing statement has unexplained charges. I have contacted support multiple times.,Credit Card,Call Center
C00515,approval process is taking too long. please resolve this issue immediately.,Personal Loan,Website
C00516,transactions not showing in app. please resolve this issue immediately.,Online Banking,Mobile App
C00517,mobile app keeps crashing. I expect a prompt resolution.,Online Banking,Call Center
C00518,documents were submitted but no response. I expect a prompt resolution.,Personal Loan,Email
C00519,billing statement has unexplained charges. I have contacted support multiple times.,Credit Card,Email
C00520,long wait times on the phone. I have contacted support multiple times.,Mortgage,Email
C00521,cannot reopen my account. please resolve this issue immediately.,Credit Card,Email
C00522,charged unexpected fees on my credit card. this has been very frustrating.,Credit Card,Mobile App
C00523,cannot reopen my account. please resolve this issue immediately.,Credit Card,Website
C00524,issue was escalated but no follow up. I expect a prompt resolution.,Mortgage,Mobile App
C00525,fraudulent charges still pending. please resolve this issue immediately.,Checking Account,Call Center
C00526,fraud claim has not been resolved. this is unacceptable.,Checking Account,Call Center
C00527,unauthorized transaction on my account. this has been very frustrating.,Checking Account,Website
C00528,dispute process is extremely slow. this is unacceptable.,Checking Account,Branch
C00529,documents were submitted but no response. I expect a prompt resolution.,Personal Loan,Website
C00530,unable to log into my account. please resolve this issue immediately.,Online Banking,Branch
C00531,documents were submitted but no response. I expect a prompt resolution.,Personal Loan,Email
C00532,interest rate increased suddenly. I have contacted support multiple times.,Credit Card,Branch
C00533,interest rate increased suddenly. this is unacceptable.,Credit Card,Website
C00534,loan application was denied without explanation. this has been very frustrating.,Personal Loan,Call Center
C00535,fraudulent charges still pending. this is unacceptable.,Checking Account,Website
C00536,documents were submitted but no response. I expect a prompt resolution.,Personal Loan,Call Center
C00537,approval process is taking too long. this is unacceptable.,Personal Loan,Email
C00538,dispute process is extremely slow. please resolve this issue immediately.,Checking Account,Branch
C00539,charged unexpected fees on my credit card. this is unacceptable.,Credit Card,Email
C00540,fraud claim has not been resolved. I have contacted support multiple times.,Checking Account,Email
C00541,online banking system was down. this has been very frustrating.,Online Banking,Call Center
C00542,fraudulent charges still pending. this is unacceptable.,Checking Account,Call Center
C00543,customer service never responds. this has been very frustrating.,Mortgage,Branch
C00544,documents were submitted but no response. please resolve this issue immediately.,Personal Loan,Branch
C00545,online banking system was down. this is unacceptable.,Online Banking,Mobile App
C00546,support team keeps transferring me. I have contacted support multiple times.,Mortgage,Call Center
C00547,representative was unhelpful. this has been very frustrating.,Mortgage,Branch
C00548,issue was escalated but no follow up. I expect a prompt resolution.,Mortgage,Call Center
C00549,support team keeps transferring me. this has been very frustrating.,Mortgage,Website
C00550,late payment fee seems incorrect. please resolve this issue immediately.,Credit Card,Call Center
C00551,representative was unhelpful. I have contacted support multiple times.,Mortgage,Website
C00552,support team keeps transferring me. this is unacceptable.,Mortgage,Email
C00553,charged unexpected fees on my credit card. this has been very frustrating.,Credit Card,Website
C00554,funds are inaccessible after closure. this is unacceptable.,Credit Card,Email
C00555,fraud claim has not been resolved. I expect a prompt resolution.,Checking Account,Email
C00556,documents were submitted but no response. I expect a prompt resolution.,Personal Loan,Call Center
C00557,loan status keeps changing online. I expect a prompt resolution.,Personal Loan,Call Center
C00558,representative was unhelpful. I expect a prompt resolution.,Mortgage,Email
C00559,issue was escalated but no follow up. I expect a prompt resolution.,Mortgage,Call Center
C00560,unauthorized transaction on my account. please resolve this issue immediately.,Checking Account,Call Center
C00561,account was closed without warning. this is unacceptable.,Credit Card,Email
C00562,online banking system was down. I expect a prompt resolution.,Online Banking,Branch
C00563,transactions not showing in app. I expect a prompt resolution.,Online Banking,Website
C00564,account was closed without warning. I expect a prompt resolution.,Credit Card,Branch
C00565,received conflicting information about approval. I expect a prompt resolution.,Personal Loan,Branch
C00566,approval process is taking too long. this has been very frustrating.,Personal Loan,Email
C00567,account was closed without warning. I have contacted support multiple times.,Credit Card,Mobile App
C00568,card was used without my permission. this is unacceptable.,Checking Account,Website
C00569,fraud claim has not been resolved. this is unacceptable.,Checking Account,Email
C00570,issue was escalated but no follow up. this has been very frustrating.,Mortgage,Website
C00571,long wait times on the phone. I expect a prompt resolution.,Mortgage,Call Center
C00572,no explanation given for account closure. I expect a prompt resolution.,Credit Card,Branch
C00573,mobile app keeps crashing. this is unacceptable.,Online Banking,Email
C00574,transactions not showing in app. please resolve this issue immediately.,Online Banking,Call Center
C00575,issue was escalated but no follow up. I have contacted support multiple times.,Mortgage,Website
C00576,transactions not showing in app. please resolve this issue immediately.,Online Banking,Website
C00577,unable to log into my account. I have contacted support multiple times.,Online Banking,Branch
C00578,website shows error during login. please resolve this issue immediately.,Online Banking,Email
C00579,funds are inaccessible after closure. please resolve this issue immediately.,Credit Card,Mobile App
C00580,support team keeps transferring me. this is unacceptable.,Mortgage,Branch
C00581,mobile app keeps crashing. please resolve this issue immediately.,Online Banking,Mobile App
C00582,online banking system was down. please resolve this issue immediately.,Online Banking,Branch
C00583,funds are inaccessible after closure. this is unacceptable.,Credit Card,Website
C00584,received conflicting information about approval. please resolve this issue immediately.,Personal Loan,Email
C00585,funds are inaccessible after closure. I have contacted support multiple times.,Credit Card,Mobile App
C00586,support team keeps transferring me. I have contacted support multiple times.,Mortgage,Website
C00587,billing statement has unexplained charges. I have contacted support multiple times.,Credit Card,Website
C00588,charged unexpected fees on my credit card. this is unacceptable.,Credit Card,Call Center
C00589,no explanation given for account closure. this has been very frustrating.,Credit Card,Website
C00590,billing statement has unexplained charges. I have contacted support multiple times.,Credit Card,Branch
C00591,no explanation given for account closure. this is unacceptable.,Credit Card,Website
C00592,unable to log into my account. please resolve this issue immediately.,Online Banking,Mobile App
C00593,billing statement has unexplained charges. I have contacted support multiple times.,Credit Card,Email
C00594,account was closed without warning. I have contacted support multiple times.,Credit Card,Branch
C00595,loan application was denied without explanation. this is unacceptable.,Personal Loan,Branch
C00596,documents were submitted but no response. this has been very frustrating.,Personal Loan,Mobile App
C00597,transactions not showing in app. I expect a prompt resolution.,Online Banking,Mobile App
C00598,unable to log into my account. this is unacceptable.,Online Banking,Email
C00599,issue was escalated but no follow up. I have contacted support multiple times.,Mortgage,Email
C00600,card was used without my permission. I have contacted support multiple times.,Checking Account,Mobile App
C00601,mobile app keeps crashing. this is unacceptable.,Online Banking,Call Center
C00602,received notice that my account is terminated. this has been very frustrating.,Credit Card,Call Center
C00603,transactions not showing in app. I have contacted support multiple times.,Online Banking,Website
C00604,issue was escalated but no follow up. this is unacceptable.,Mortgage,Email
C00605,online banking system was down. this is unacceptable.,Online Banking,Mobile App
C00606,approval process is taking too long. this is unacceptable.,Personal Loan,Call Center
C00607,loan application was denied without explanation. please resolve this issue immediately.,Personal Loan,Branch
C00608,loan status keeps changing online. please resolve this issue immediately.,Personal Loan,Call Center
C00609,transactions not showing in app. I expect a prompt resolution.,Online Banking,Mobile App
C00610,unable to log into my account. I have contacted support multiple times.,Online Banking,Mobile App
C00611,account was closed without warning. this is unacceptable.,Credit Card,Call Center
C00612,loan status keeps changing online. I expect a prompt resolution.,Personal Loan,Call Center
C00613,account was closed without warning. please resolve this issue immediately.,Credit Card,Call Center
C00614,long wait times on the phone. I have contacted support multiple times.,Mortgage,Website
C00615,fraud claim has not been resolved. this is unacceptable.,Checking Account,Email
C00616,website shows error during login. I expect a prompt resolution.,Online Banking,Branch
C00617,long wait times on the phone. I have contacted support multiple times.,Mortgage,Email
C00618,billing statement has unexplained charges. this is unacceptable.,Credit Card,Email
C00619,funds are inaccessible after closure. this has been very frustrating.,Credit Card,Email
C00620,charged unexpected fees on my credit card. I expect a prompt resolution.,Credit Card,Email
C00621,received conflicting information about approval. I expect a prompt resolution.,Personal Loan,Website
C00622,documents were submitted but no response. I expect a prompt resolution.,Personal Loan,Branch
C00623,annual fee was applied without notice. I expect a prompt resolution.,Credit Card,Branch
C00624,billing statement has unexplained charges. this is unacceptable.,Credit Card,Mobile App
C00625,fraud claim has not been resolved. I expect a prompt resolution.,Checking Account,Branch
C00626,fraudulent charges still pending. this has been very frustrating.,Checking Account,Email
C00627,card was used without my permission. this has been very frustrating.,Checking Account,Branch
C00628,online banking system was down. I have contacted support multiple times.,Online Banking,Email
C00629,charged unexpected fees on my credit card. this is unacceptable.,Credit Card,Call Center
C00630,account was closed without warning. I expect a prompt resolution.,Credit Card,Mobile App
C00631,late payment fee seems incorrect. this has been very frustrating.,Credit Card,Call Center
C00632,fraud claim has not been resolved. I have contacted support multiple times.,Checking Account,Branch
C00633,website shows error during login. this is unacceptable.,Online Banking,Branch
C00634,unauthorized transaction on my account. I expect a prompt resolution.,Checking Account,Website
C00635,funds are inaccessible after closure. this has been very frustrating.,Credit Card,Website
C00636,issue was escalated but no follow up. I expect a prompt resolution.,Mortgage,Website
C00637,received notice that my account is terminated. this has been very frustrating.,Credit Card,Mobile App
C00638,website shows error during login. I expect a prompt resolution.,Online Banking,Branch
C00639,issue was escalated but no follow up. I have contacted support multiple times.,Mortgage,Website
C00640,card was used without my permission. I have contacted support multiple times.,Checking Account,Call Center
C00641,loan application was denied without explanation. this has been very frustrating.,Personal Loan,Branch
C00642,customer service never responds. I have contacted support multiple times.,Mortgage,Website
C00643,charged unexpected fees on my credit card. I expect a prompt resolution.,Credit Card,Mobile App
C00644,fraudulent charges still pending. this has been very frustrating.,Checking Account,Website
C00645,account was closed without warning. this is unacceptable.,Credit Card,Branch
C00646,received conflicting information about approval. I have contacted support multiple times.,Personal Loan,Mobile App
C00647,received conflicting information about approval. please resolve this issue immediately.,Personal Loan,Website
C00648,cannot reopen my account. please resolve this issue immediately.,Credit Card,Email
C00649,representative was unhelpful. I have contacted support multiple times.,Mortgage,Call Center
C00650,received conflicting information about approval. I have contacted support multiple times.,Personal Loan,Branch
C00651,unable to log into my account. this has been very frustrating.,Online Banking,Email
C00652,long wait times on the phone. this is unacceptable.,Mortgage,Email
C00653,unauthorized transaction on my account. please resolve this issue immediately.,Checking Account,Branch
C00654,representative was unhelpful. this is unacceptable.,Mortgage,Branch
C00655,documents were submitted but no response. this is unacceptable.,Personal Loan,Website
C00656,issue was escalated but no follow up. I have contacted support multiple times.,Mortgage,Website
C00657,mobile app keeps crashing. this is unacceptable.,Online Banking,Mobile App
C00658,issue was escalated but no follow up. this is unacceptable.,Mortgage,Email
C00659,long wait times on the phone. this is unacceptable.,Mortgage,Website
C00660,mobile app keeps crashing. please resolve this issue immediately.,Online Banking,Mobile App
C00661,card was used without my permission. this has been very frustrating.,Checking Account,Email
C00662,received notice that my account is terminated. this has been very frustrating.,Credit Card,Call Center
C00663,fraudulent charges still pending. I expect a prompt resolution.,Checking Account,Mobile App
C00664,annual fee was applied without notice. I expect a prompt resolution.,Credit Card,Email
C00665,loan status keeps changing online. I have contacted support multiple times.,Personal Loan,Call Center
C00666,online banking system was down. I have contacted support multiple times.,Online Banking,Website
C00667,account was closed without warning. this is unacceptable.,Credit Card,Website
C00668,cannot reopen my account. I have contacted support multiple times.,Credit Card,Branch
C00669,received conflicting information about approval. please resolve this issue immediately.,Personal Loan,Call Center
C00670,dispute process is extremely slow. I expect a prompt resolution.,Checking Account,Call Center
C00671,unable to log into my account. please resolve this issue immediately.,Online Banking,Email
C00672,dispute process is extremely slow. this has been very frustrating.,Checking Account,Branch
C00673,mobile app keeps crashing. please resolve this issue immediately.,Online Banking,Call Center
C00674,unauthorized transaction on my account. I expect a prompt resolution.,Checking Account,Website
C00675,received notice that my account is terminated. this has been very frustrating.,Credit Card,Call Center
C00676,support team keeps transferring me. I expect a prompt resolution.,Mortgage,Branch
C00677,mobile app keeps crashing. I have contacted support multiple times.,Online Banking,Call Center
C00678,loan status keeps changing online. I expect a prompt resolution.,Personal Loan,Website
C00679,fraudulent charges still pending. please resolve this issue immediately.,Checking Account,Call Center
C00680,dispute process is extremely slow. this is unacceptable.,Checking Account,Website
C00681,funds are inaccessible after closure. I have contacted support multiple times.,Credit Card,Website
C00682,cannot reopen my account. this is unacceptable.,Credit Card,Website
C00683,customer service never responds. I expect a prompt resolution.,Mortgage,Mobile App
C00684,charged unexpected fees on my credit card. this has been very frustrating.,Credit Card,Branch
C00685,approval process is taking too long. this has been very frustrating.,Personal Loan,Website
C00686,annual fee was applied without notice. I expect a prompt resolution.,Credit Card,Branch
C00687,online banking system was down. I expect a prompt resolution.,Online Banking,Email
C00688,dispute process is extremely slow. this has been very frustrating.,Checking Account,Mobile App
C00689,support team keeps transferring me. this is unacceptable.,Mortgage,Mobile App
C00690,billing statement has unexplained charges. please resolve this issue immediately.,Credit Card,Email
C00691,online banking system was down. I expect a prompt resolution.,Online Banking,Branch
C00692,loan application was denied without explanation. this has been very frustrating.,Personal Loan,Email
C00693,approval process is taking too long. I have contacted support multiple times.,Personal Loan,Email
C00694,representative was unhelpful. please resolve this issue immediately.,Mortgage,Call Center
C00695,unauthorized transaction on my account. please resolve this issue immediately.,Checking Account,Branch
C00696,fraudulent charges still pending. I have contacted support multiple times.,Checking Account,Website
C00697,online banking system was down. this has been very frustrating.,Online Banking,Mobile App
C00698,dispute process is extremely slow. this is unacceptable.,Checking Account,Email
C00699,unauthorized transaction on my account. this has been very frustrating.,Checking Account,Website
C00700,late payment fee seems incorrect. this is unacceptable.,Credit Card,Call Center
C00701,customer service never responds. I expect a prompt resolution.,Mortgage,Mobile App
C00702,approval process is taking too long. I expect a prompt resolution.,Personal Loan,Branch
C00703,online banking system was down. this has been very frustrating.,Online Banking,Call Center
C00704,support team keeps transferring me. this has been very frustrating.,Mortgage,Website
C00705,online banking system was down. I have contacted support multiple times.,Online Banking,Email
C00706,loan status keeps changing online. this has been very frustrating.,Personal Loan,Call Center
C00707,received conflicting information about approval. I have contacted support multiple times.,Personal Loan,Email
C00708,fraudulent charges still pending. please resolve this issue immediately.,Checking Account,Branch
C00709,received notice that my account is terminated. this has been very frustrating.,Credit Card,Email
C00710,funds are inaccessible after closure. this has been very frustrating.,Credit Card,Mobile App
C00711,fraud claim has not been resolved. this has been very frustrating.,Checking Account,Call Center
C00712,support team keeps transferring me. I expect a prompt resolution.,Mortgage,Branch
C00713,online banking system was down. please resolve this issue immediately.,Online Banking,Branch
C00714,fraud claim has not been resolved. please resolve this issue immediately.,Checking Account,Email
C00715,dispute process is extremely slow. I have contacted support multiple times.,Checking Account,Email
C00716,no explanation given for account closure. this has been very frustrating.,Credit Card,Email
C00717,mobile app keeps crashing. this has been very frustrating.,Online Banking,Mobile App
C00718,mobile app keeps crashing. this is unacceptable.,Online Banking,Website
C00719,no explanation given for account closure. please resolve this issue immediately.,Credit Card,Call Center
C00720,charged unexpected fees on my credit card. this has been very frustrating.,Credit Card,Call Center
C00721,card was used without my permission. please resolve this issue immediately.,Checking Account,Mobile App
C00722,loan application was denied without explanation. I have contacted support multiple times.,Personal Loan,Branch
C00723,fraudulent charges still pending. I expect a prompt resolution.,Checking Account,Email
C00724,unauthorized transaction on my account. this has been very frustrating.,Checking Account,Mobile App
C00725,transactions not showing in app. this has been very frustrating.,Online Banking,Email
C00726,representative was unhelpful. this is unacceptable.,Mortgage,Mobile App
C00727,website shows error during login. this is unacceptable.,Online Banking,Mobile App
C00728,cannot reopen my account. I have contacted support multiple times.,Credit Card,Email
C00729,long wait times on the phone. this is unacceptable.,Mortgage,Website
C00730,documents were submitted but no response. please resolve this issue immediately.,Personal Loan,Call Center
C00731,fraud claim has not been resolved. this has been very frustrating.,Checking Account,Website
C00732,card was used without my permission. this is unacceptable.,Checking Account,Call Center
C00733,unauthorized transaction on my account. please resolve this issue immediately.,Checking Account,Call Center
C00734,loan status keeps changing online. I expect a prompt resolution.,Personal Loan,Email
C00735,loan status keeps changing online. this has been very frustrating.,Personal Loan,Website
C00736,online banking system was down. this is unacceptable.,Online Banking,Call Center
C00737,issue was escalated but no follow up. please resolve this issue immediately.,Mortgage,Branch
C00738,website shows error during login. I expect a prompt resolution.,Online Banking,Website
C00739,unable to log into my account. I expect a prompt resolution.,Online Banking,Website
C00740,card was used without my permission. I have contacted support multiple times.,Checking Account,Branch
C00741,unable to log into my account. this is unacceptable.,Online Banking,Email
C00742,documents were submitted but no response. this is unacceptable.,Personal Loan,Call Center
C00743,card was used without my permission. this has been very frustrating.,Checking Account,Email
C00744,received conflicting information about approval. I expect a prompt resolution.,Personal Loan,Website
C00745,cannot reopen my account. this has been very frustrating.,Credit Card,Branch
C00746,received notice that my account is terminated. this is unacceptable.,Credit Card,Call Center
C00747,account was closed without warning. this is unacceptable.,Credit Card,Branch
C00748,documents were submitted but no response. I have contacted support multiple times.,Personal Loan,Call Center
C00749,received notice that my account is terminated. this is unacceptable.,Credit Card,Branch
C00750,late payment fee seems incorrect. I expect a prompt resolution.,Credit Card,Branch
C00751,issue was escalated but no follow up. I expect a prompt resolution.,Mortgage,Email
C00752,no explanation given for account closure. I expect a prompt resolution.,Credit Card,Mobile App
C00753,transactions not showing in app. I expect a prompt resolution.,Online Banking,Mobile App
C00754,annual fee was applied without notice. please resolve this issue immediately.,Credit Card,Website
C00755,cannot reopen my account. this has been very frustrating.,Credit Card,Email
C00756,no explanation given for account closure. please resolve this issue immediately.,Credit Card,Branch
C00757,charged unexpected fees on my credit card. this has been very frustrating.,Credit Card,Call Center
C00758,received conflicting information about approval. I expect a prompt resolution.,Personal Loan,Email
C00759,support team keeps transferring me. I have contacted support multiple times.,Mortgage,Branch
C00760,website shows error during login. this is unacceptable.,Online Banking,Email
C00761,cannot reopen my account. I have contacted support multiple times.,Credit Card,Call Center
C00762,late payment fee seems incorrect. this has been very frustrating.,Credit Card,Call Center
C00763,unauthorized transaction on my account. this has been very frustrating.,Checking Account,Website
C00764,unable to log into my account. please resolve this issue immediately.,Online Banking,Branch
C00765,received conflicting information about approval. this is unacceptable.,Personal Loan,Call Center
C00766,unauthorized transaction on my account. this is unacceptable.,Checking Account,Branch
C00767,online banking system was down. please resolve this issue immediately.,Online Banking,Mobile App
C00768,account was closed without warning. this has been very frustrating.,Credit Card,Call Center
C00769,account was closed without warning. I have contacted support multiple times.,Credit Card,Website
C00770,long wait times on the phone. I expect a prompt resolution.,Mortgage,Website
C00771,transactions not showing in app. this is unacceptable.,Online Banking,Branch
C00772,loan status keeps changing online. I have contacted support multiple times.,Personal Loan,Website
C00773,no explanation given for account closure. this is unacceptable.,Credit Card,Mobile App
C00774,cannot reopen my account. I have contacted support multiple times.,Credit Card,Branch
C00775,issue was escalated but no follow up. this is unacceptable.,Mortgage,Mobile App
C00776,received notice that my account is terminated. I have contacted support multiple times.,Credit Card,Call Center
C00777,account was closed without warning. I expect a prompt resolution.,Credit Card,Mobile App
C00778,long wait times on the phone. please resolve this issue immediately.,Mortgage,Call Center
C00779,loan status keeps changing online. this has been very frustrating.,Personal Loan,Call Center
C00780,no explanation given for account closure. I expect a prompt resolution.,Credit Card,Call Center
C00781,issue was escalated but no follow up. I expect a prompt resolution.,Mortgage,Branch
C00782,customer service never responds. please resolve this issue immediately.,Mortgage,Call Center
C00783,fraudulent charges still pending. I have contacted support multiple times.,Checking Account,Call Center
C00784,support team keeps transferring me. this has been very frustrating.,Mortgage,Website
C00785,online banking system was down. I have contacted support multiple times.,Online Banking,Call Center
C00786,annual fee was applied without notice. please resolve this issue immediately.,Credit Card,Website
C00787,issue was escalated but no follow up. this is unacceptable.,Mortgage,Email
C00788,received conflicting information about approval. this is unacceptable.,Personal Loan,Branch
C00789,loan status keeps changing online. I expect a prompt resolution.,Personal Loan,Website
C00790,long wait times on the phone. this is unacceptable.,Mortgage,Call Center
